pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
8516	Vijf mensen staan met drie honden in het groene veld naast de weg	Vijf mensen staan met drie honden in het park naast de weg	NEUTRAL	4.3	A_neutral_B	B_neutral_A	Five people are standing with three dogs in the green field beside the road	Five people are standing with three dogs in the park beside the road	FLICKR	FLICKR	TRAIN
8517	Vijf mensen rennen met drie honden in het groene veld naast de weg	Vijf mensen staan met drie honden in het groene veld naast de weg	NEUTRAL	3.5	A_neutral_B	B_neutral_A	Five people are running with three dogs in the green field beside the road	Five people are standing with three dogs in the green field beside the road	FLICKR	FLICKR	TRAIN
8518	Vijf mensen staan in het gras met drie honden	Vijf mensen staan met drie honden in het park naast de weg	NEUTRAL	3.9	A_neutral_B	B_neutral_A	Five people are standing in the grass with three dogs	Five people are standing with three dogs in the park beside the road	FLICKR	FLICKR	TEST
8519	Vijf mensen staan in het gras met drie honden	Vijf mensen rennen met drie honden in het groene veld naast de weg	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	Five people are standing in the grass with three dogs	Five people are running with three dogs in the green field beside the road	FLICKR	FLICKR	TEST
8520	Vijf mensen staan met drie honden in het groene veld naast de weg	Vijf mensen staan in het gras met enkele honden	ENTAILMENT	4.4	A_entails_B	B_neutral_A	Five people are standing with three dogs in the green field beside the road	Five people are standing in the grass with some dogs	FLICKR	FLICKR	TRAIN
8521	Vijf mensen staan in het gras, zonder honden	Vijf mensen staan met drie honden in het groene veld naast de weg	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	Five people are standing in the grass with no dogs	Five people are standing with three dogs in the green field beside the road	FLICKR	FLICKR	TRAIN
8522	Vijf mensen staan met drie honden in het groene veld naast de weg	Vijf mensen staan in het gras met drie honden	ENTAILMENT	4.3	A_entails_B	B_neutral_A	Five people are standing with three dogs in the green field beside the road	Five people are standing in the grass with three dogs	FLICKR	FLICKR	TEST
8523	Een meisje draagt veel kleurrijke sjaals op het strand	Een jonge vrouw draagt veel kleurrijke sjaals op het strand	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A girl is carrying a lot of colorful scarves on the beach	A young woman is carrying a lot of colorful scarves on the beach	FLICKR	FLICKR	TEST
8524	Een oude vrouw draagt veel kleurrijke sjaals op het strand	Een jonge vrouw draagt veel kleurrijke sjaals op het strand	NEUTRAL	4.2	A_neutral_B	B_neutral_A	An old woman is carrying a lot of colorful scarves on the beach	A young woman is carrying a lot of colorful scarves on the beach	FLICKR	FLICKR	TRAIN
8525	Een regenboogkleurig Afghaans tapijt wordt vastgehouden door een meisje in goud en paars	Een meisje in het goud en paars houdt een regenboogkleurig Afghaans tapijt vast	ENTAILMENT	5	A_entails_B	B_entails_A	A rainbow afghan is being held by a girl in gold and purple	A girl in gold and purple is holding a rainbow afghan	FLICKR	FLICKR	TRAIN
8526	Een meisje in het goud en paars houdt een regenboogkleurig Afghaans tapijt vast	Een man in het goud en paars houdt een regenboogkleurig Afghaans tapijt vast	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A girl in gold and purple is holding a rainbow afghan	A man in gold and purple is holding a rainbow afghan	FLICKR	FLICKR	TEST
8527	Een jonge vrouw draagt veel kleurrijke sjaals op het strand	Een regenboogkleurig Afghaans tapijt wordt vastgehouden door een meisje in goud en paars	NEUTRAL	3	A_neutral_B	B_neutral_A	A young woman is carrying a lot of colorful scarves on the beach	A rainbow afghan is being held by a girl in gold and purple	FLICKR	FLICKR	TEST
8528	Een man in het goud en paars houdt een regenboogkleurig Afghaans tapijt vast	Een jonge vrouw draagt veel kleurrijke sjaals op het strand	NEUTRAL	1.5	A_neutral_B	B_neutral_A	A man in gold and purple is holding a rainbow afghan	A young woman is carrying a lot of colorful scarves on the beach	FLICKR	FLICKR	TRAIN
8529	Een meisje in het goud en paars houdt een regenboogkleurig Afghaans tapijt vast	Een meisje draagt veel kleurrijke sjaals op het strand	NEUTRAL	2.3	A_neutral_B	B_neutral_A	A girl in gold and purple is holding a rainbow afghan	A girl is carrying a lot of colorful scarves on the beach	FLICKR	FLICKR	TRAIN
8530	Een oude vrouw draagt veel kleurrijke sjaals op het strand	Een meisje in het goud en paars houdt een regenboogkleurig Afghaans tapijt vast	NEUTRAL	1.5	A_neutral_B	B_neutral_A	An old woman is carrying a lot of colorful scarves on the beach	A girl in gold and purple is holding a rainbow afghan	FLICKR	FLICKR	TRAIN
8531	Een jonge vrouw draagt veel kleurrijke sjaals op het strand	Een meisje in het goud en paars houdt een regenboogkleurig Afghaans tapijt vast	NEUTRAL	2.1	A_neutral_B	B_neutral_A	A young woman is carrying a lot of colorful scarves on the beach	A girl in gold and purple is holding a rainbow afghan	FLICKR	FLICKR	TEST
8532	Een lichtbruine hond rent in het water	Een lichtbruine hond sprint in het water	ENTAILMENT	4.7	A_entails_B	B_entails_A	A light brown dog is running in the water	A light brown dog is sprinting in the water	FLICKR	FLICKR	TRAIN
8533	Een lichtbruine hond loopt in het gras	Een lichtbruine hond rent in het water	NEUTRAL	4	A_neutral_B	B_neutral_A	A light brown dog is running in the grass	A light brown dog is running in the water	FLICKR	FLICKR	TEST
8534	Een bruingele hond spettert in het water op de oever van een vijver	Een bruingele hond speelt in het water aan de oever van een vijver	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A tan dog is splashing in the water on the bank of a pond	A tan dog is playing in the water on the bank of a pond	FLICKR	FLICKR	TEST
8535	Een bruingele hond spettert in het water op de oever van een vijver	Een bruingele hond spettert in het water op de oever van een rivier	NEUTRAL	4.3	A_neutral_B	B_neutral_A	A tan dog is splashing in the water on the bank of a pond	A tan dog is splashing in the water on the bank of a river	FLICKR	FLICKR	TEST
8536	Een lichtbruine hond rent in het water	Een bruingele hond speelt in het water aan de oever van een vijver	NEUTRAL	4	A_neutral_B	B_neutral_A	A light brown dog is running in the water	A tan dog is playing in the water on the bank of a pond	FLICKR	FLICKR	TRAIN
8537	Een lichtbruine hond rent in het water	Een bruingele hond spettert in het water op de oever van een rivier	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A light brown dog is running in the water	A tan dog is splashing in the water on the bank of a river	FLICKR	FLICKR	TRAIN
8538	Een bruingele hond spettert in het water op de oever van een vijver	Een lichtbruine hond sprint in het water	NEUTRAL	2.9	A_neutral_B	B_neutral_A	A tan dog is splashing in the water on the bank of a pond	A light brown dog is sprinting in the water	FLICKR	FLICKR	TRAIN
8539	Een bruingele hond spettert in het water op de oever van een vijver	Een lichtbruine hond loopt in het gras	NEUTRAL	2.3	A_neutral_B	B_neutral_A	A tan dog is splashing in the water on the bank of a pond	A light brown dog is running in the grass	FLICKR	FLICKR	TEST
8540	Een lichtbruine hond rent in het water	Een bruingele hond spettert in het water op de oever van een vijver	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A light brown dog is running in the water	A tan dog is splashing in the water on the bank of a pond	FLICKR	FLICKR	TEST
8541	Het kind spettert water in een klein blauw zwembad	Het kind spettert water in een zwembad	ENTAILMENT	4.5	A_entails_B	B_neutral_A	The child is splashing water in a small blue pool	The child is splashing water in a pool	FLICKR	FLICKR	TRAIN
8542	Het kind spettert water in een klein blauw zwembad	Het kind spettert water in een groot rood zwembad	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	The child is splashing water in a small blue pool	The child is splashing water in a big red pool	FLICKR	FLICKR	TEST
8543	Een baby spettert in een blauw peuterbad	Een peuter maakt een plons in een blauw peuterbad	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A baby is splashing inside a blue paddling pool	A toddler is making a splash inside a blue paddling pool	FLICKR	FLICKR	TRAIN
8544	Een peuter maakt een plons buiten een blauw peuterbad	Een peuter maakt een plons in een blauw peuterbad	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A toddler is making a splash outside a blue paddling pool	A toddler is making a splash inside a blue paddling pool	FLICKR	FLICKR	TEST
8545	Het kind spettert water in een klein blauw zwembad	Een baby spettert in een blauw peuterbad	NEUTRAL	4.3	A_neutral_B	B_neutral_A	The child is splashing water in a small blue pool	A baby is splashing inside a blue paddling pool	FLICKR	FLICKR	TEST
8546	Een peuter maakt een plons buiten een blauw peuterbad	Het kind spettert water in een klein blauw zwembad	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A toddler is making a splash outside a blue paddling pool	The child is splashing water in a small blue pool	FLICKR	FLICKR	TEST
8547	Een peuter maakt een plons in een blauw peuterbad	Het kind spettert water in een zwembad	ENTAILMENT	4.1	A_entails_B	B_neutral_A	A toddler is making a splash inside a blue paddling pool	The child is splashing water in a pool	FLICKR	FLICKR	TEST
8548	Het kind spettert water in een groot rood zwembad	Een peuter maakt een plons in een blauw peuterbad	NEUTRAL	3.1	A_neutral_B	B_neutral_A	The child is splashing water in a big red pool	A toddler is making a splash inside a blue paddling pool	FLICKR	FLICKR	TRIAL
8549	Een peuter maakt een plons in een blauw peuterbad	Het kind spettert water in een klein blauw zwembad	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A toddler is making a splash inside a blue paddling pool	The child is splashing water in a small blue pool	FLICKR	FLICKR	TEST
8550	Een grijze zijdeachtige hond slaapt in het gras en een bruine hond kijkt toe	Een grijze zijdeachtige hond ligt in het gras en een bruine hond kijkt toe	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A grey silky dog is sleeping in the grass and a brown dog is looking on	A grey silky dog is lying in the grass and a brown dog is looking on	FLICKR	FLICKR	TEST
8551	Een grijze zijdeachtige hond rent in het gras en een bruine hond kijkt toe	Een grijze zijdeachtige hond ligt in het gras en een bruine hond kijkt toe	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	A grey silky dog is running in the grass and a brown dog looks on	A grey silky dog is lying in the grass and a brown dog is looking on	FLICKR	FLICKR	TRAIN
8552	De bruine hond ziet een zwarte hond liggend in het droge veld	De bruine hond ziet een zwarte hond in het droge gras liggen	ENTAILMENT	4.4	A_entails_B	B_neutral_A	The brown dog is spotting a black dog lying in the dry field	The brown dog is spotting a black dog lying in the dry grass	FLICKR	FLICKR	TEST
8553	De bruine hond ziet een zwarte hond en speelt in het droge gras	De bruine hond ziet een zwarte hond in het droge gras liggen	NEUTRAL	3.5	A_neutral_B	B_neutral_A	The brown dog is spotting a black dog and is playing in the dry grass	The brown dog is spotting a black dog lying in the dry grass	FLICKR	FLICKR	TEST
8554	Een grijze zijdeachtige hond ligt in het gras en een bruine hond kijkt toe	De bruine hond ziet een zwarte hond liggend in het droge veld	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A grey silky dog is lying in the grass and a brown dog is looking on	The brown dog is spotting a black dog lying in the dry field	FLICKR	FLICKR	TEST
8555	De bruine hond ziet een zwarte hond en speelt in het droge gras	Een grijze zijdeachtige hond ligt in het gras en een bruine hond kijkt toe	NEUTRAL	2.4	A_neutral_B	B_neutral_A	The brown dog is spotting a black dog and is playing in the dry grass	A grey silky dog is lying in the grass and a brown dog is looking on	FLICKR	FLICKR	TRAIN
8556	De bruine hond ziet een zwarte hond in het droge gras liggen	Een grijze zijdeachtige hond slaapt in het gras en een bruine hond kijkt toe	NEUTRAL	3.4	A_neutral_B	B_neutral_A	The brown dog is spotting a black dog lying in the dry grass	A grey silky dog is sleeping in the grass and a brown dog is looking on	FLICKR	FLICKR	TEST
8557	De bruine hond ziet een zwarte hond in het droge gras liggen	Een grijze zijdeachtige hond rent in het gras en een bruine hond kijkt toe	NEUTRAL	3.1	A_neutral_B	B_neutral_A	The brown dog is spotting a black dog lying in the dry grass	A grey silky dog is running in the grass and a brown dog looks on	FLICKR	FLICKR	TEST
8558	Een grijze zijdeachtige hond ligt in het gras en een bruine hond kijkt toe	De bruine hond ziet een zwarte hond in het droge gras liggen	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A grey silky dog is lying in the grass and a brown dog is looking on	The brown dog is spotting a black dog lying in the dry grass	FLICKR	FLICKR	TRIAL
8559	Een man staat op een zandheuvel naast een zwarte jeep	Een man staat op een zandheuvel naast een zwarte auto	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A man is standing on a dirt hill next to a black jeep	A man is standing on a dirt hill next to a black car	FLICKR	FLICKR	TEST
8560	Een man staat op een zwarte jeep op een zandheuvel	Een man staat op een zandheuvel naast een zwarte jeep	ENTAILMENT	3.6	A_entails_B	B_neutral_A	A man is standing on a black jeep on a dirt hill	A man is standing on a dirt hill next to a black jeep	FLICKR	FLICKR	TEST
8561	Een man met een hoed staat buiten een groene jeep	Een man met een hoed staat buiten een groen voertuig	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A man in a hat is standing outside of a green jeep	A man in a hat is standing outside of a green vehicle	FLICKR	FLICKR	TRAIN
8562	Een man met een hoed staat buiten een groene jeep	Een man zonder hoed staat buiten een groene jeep	CONTRADICTION	3.95	A_contradicts_B	B_contradicts_A	A man in a hat is standing outside of a green jeep	A man with no hat is standing outside of a green jeep	FLICKR	FLICKR	TRAIN
8563	Een man staat op een zandheuvel naast een zwarte jeep	Een man met een hoed staat buiten een groen voertuig	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A man is standing on a dirt hill next to a black jeep	A man in a hat is standing outside of a green vehicle	FLICKR	FLICKR	TRAIN
8564	Een man zonder hoed staat buiten een groene jeep	Een man staat op een zandheuvel naast een zwarte jeep	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A man with no hat is standing outside of a green jeep	A man is standing on a dirt hill next to a black jeep	FLICKR	FLICKR	TRAIN
8565	Een man met een hoed staat buiten een groene jeep	Een man staat op een zandheuvel naast een zwarte auto	NEUTRAL	3	A_neutral_B	B_neutral_A	A man in a hat is standing outside of a green jeep	A man is standing on a dirt hill next to a black car	FLICKR	FLICKR	TEST
8566	Een man met een hoed staat buiten een groene jeep	Een man staat op een zwarte jeep op een zandheuvel	NEUTRAL	2.4	A_neutral_B	B_neutral_A	A man in a hat is standing outside of a green jeep	A man is standing on a black jeep on a dirt hill	FLICKR	FLICKR	TRAIN
